,XIV,,,,SVXY,ZIV,SVXY + ZIV
2015-08-13,387856.519588,-0.818,GLD - 1.00,,383201.320441,234037.520455,284825.262688
2015-08-14,387820.578809,-0.009,None - 0.00,,383165.809791,234015.833951,284798.874774
2015-08-17,387820.578809,0,XIV - 0.65,,383165.809791,234015.833951,284798.874774
2015-08-18,384885.078809,-0.757,XIV - 1.00,,380252.684589,232694.956953,282920.374774
2015-08-19,377404.558809,-1.944,XIV - 0.65,,372939.014589,231675.69232,279642.8068735
2015-08-20,357488.508809,-5.277,GLD - 1.00,,352875.014589,227309.739309,269668.509988
2015-08-21,359699.252789,0.618,None - 0.00,,355057.468774,228715.259124,271336.227903
2015-08-24,359699.252789,0,VXX - 1.00,,355057.468774,228715.259124,271336.227903
2015-08-25,391655.732789,8.884,VXX - 1.00,,386593.468774,249038.459124,295443.747903
2015-08-26,355798.772789,-9.155,VXX - 1.00,,351208.828774,226249.019124,268403.427903
2015-08-27,364408.052789,2.42,VXX - 1.00,,359704.828774,231724.219124,274898.147903
2015-08-28,380897.012789,4.525,VXX - 1.00,,375976.828774,242210.619124,287337.187903
2015-08-31,395634.932789,3.869,VXX - 1.00,,390520.828774,251567.259124,298455.267903
2015-09-01,452627.092789,14.405,VXX - 1.00,,446762.268774,287789.499124,341433.987903
2015-09-02,404724.692789,-10.583,VXX - 1.00,,399491.548774,257363.579124,305322.947903
2015-09-03,402538.292789,-0.54,VXX - 1.00,,397333.948774,255973.979124,303674.147903
2015-09-04,431690.292789,7.242,VXX - 1.00,,426101.948774,274501.979124,325658.147903
2015-09-08,394084.212789,-8.711,VXX - 1.00,,388991.228774,250600.859124,297298.787903
2015-09-09,402975.572789,2.256,VXX - 1.00,,397775.228774,256251.899124,304003.907903
2015-09-10,393209.652789,-2.423,VXX - 1.00,,388137.948774,250045.019124,296639.267903
2015-09-11,383881.012789,-2.372,GLD - 1.00,,378921.948774,244116.059124,289604.387903
2015-09-14,384095.742052,0.056,GLD - 1.00,,379133.918175,244252.612296,289766.379803
2015-09-15,382950.465631,-0.298,None - 0.00,,378003.361708,243524.294572,288902.382503
2015-09-16,382950.465631,0,VXX - 1.00,,378003.361708,243524.294572,288902.382503
2015-09-17,380892.225631,-0.537,GLD - 1.00,,375972.001708,242214.854572,287349.102503
2015-09-18,383674.608241,0.73,None - 0.00,,378718.384543,243983.643517,289448.289383
2015-09-21,383674.608241,0,GLD - 1.00,,378718.384543,243983.643517,289448.289383
2015-09-22,381085.355239,-0.675,None - 0.00,,376162.431451,242337.147967,287494.694663
2015-09-23,381085.355239,0,VXX - 1.00,,376162.431451,242337.147967,287494.694663
2015-09-24,391222.955239,2.66,VXX - 1.00,,386166.911451,248788.347967,295143.974663
2015-09-25,401518.955239,2.632,VXX - 1.00,,396327.711451,255329.947967,302912.774663
2015-09-28,429238.955239,6.904,VXX - 1.00,,423683.711451,272941.947967,323828.774663
2015-09-29,430030.155239,0.184,VXX - 1.00,,424464.511451,273445.147967,324425.574663
2015-09-30,410091.915239,-4.636,VXX - 1.00,,404788.351451,260764.507967,309386.214663
2015-10-01,405498.315239,-1.12,VXX - 1.00,,400255.071451,257845.947967,305924.774663
2015-10-02,384747.915239,-5.117,GLD - 1.00,,379777.151451,244662.107967,290267.654663
2015-10-05,383979.231745,-0.2,None - 0.00,,379018.368002,244173.265745,289687.732027
2015-10-06,383979.231745,0,XIV - 0.45,,379018.368002,244173.265745,289687.732027
2015-10-07,387835.041745,1.004,None - 0.00,,382840.968002,245362.580339,291698.56816
2015-10-08,387835.041745,0,XIV - 0.45,,382840.968002,245362.580339,291698.56816
2015-10-09,387656.571745,-0.046,XIV - 0.45,,382840.968002,244762.280339,291273.52816
2015-10-12,398610.091745,2.826,XIV - 0.45,,393425.667005,248532.208193,297207.589363
2015-10-13,388421.971745,-2.556,XIV - 0.45,,383562.261203,244523.003053,291318.3939435
2015-10-14,384673.471745,-0.965,XIV - 0.45,,379576.257197,242398.37043,288585.218943499
2015-10-15,397080.851745,3.225,XIV - 0.45,,391784.997197,247728.895734,296122.7226935
2015-10-16,398356.411745,0.321,XIV - 0.45,,393129.807197,247573.913151,296431.695875999
2015-10-19,410945.911745,3.16,XIV - 1.00,,405763.547197,251865.013151,303385.060875999
2015-10-20,396111.511745,-3.61,XIV - 1.00,,390007.984652,248489.418777,296069.606221
2015-10-21,368906.311745,-6.868,XIV - 1.00,,363777.55473,238025.058777,280512.920873999
2015-10-22,398856.231745,8.119,XIV - 1.00,,393643.2172,249170.473148,297686.983374
2015-10-23,393909.831745,-1.24,XIV - 1.00,,388472.32966,248832.907522,295823.558374
2015-10-26,381294.471745,-3.203,XIV - 1.00,,376197.247198,244050.813148,288623.935874
2015-10-27,388593.951745,1.914,XIV - 1.00,,383489.844732,246076.898776,292332.588374
2015-10-28,399479.551745,2.801,XIV - 1.00,,394707.46966,248665.313149,297669.232298
2015-10-29,394409.491745,-1.269,XIV - 1.00,,389349.6572,247821.401897,295393.880529
2015-10-30,388472.851745,-1.505,XIV - 1.00,,383056.334738,245851.963151,292039.2919525
2015-11-02,408388.551745,5.127,XIV - 1.00,,402562.507202,253729.774405,303673.9637245
2015-11-03,399981.031745,-2.059,XIV - 1.00,,394838.55966,250354.75753,298888.5058795
2015-11-04,387615.031745,-3.092,XIV - 1.00,,382067.03474,250354.75753,294867.423033499
2015-11-05,395037.031745,1.915,XIV - 1.00,,389607.779668,249285.828782,296495.691227499
2015-11-06,403199.911745,2.066,XIV - 1.00,,397645.744744,251142.39753,300321.088033499
2015-11-09,381684.811745,-5.336,XIV - 1.00,,376153.994662,246641.59753,290415.520879499
2015-11-10,391334.971745,2.528,XIV - 0.80,,386501.604662,248498.518784,294967.948728499
2015-11-11,384705.321745,-1.694,XIV - 1.00,,379422.894692,247193.224283,291828.9424505
2015-11-12,351030.861745,-8.753,XIV - 1.00,,346607.407217,234573.058649,272704.8424505
2015-11-13,327523.041745,-6.697,XIV - 0.45,,322912.46468,225835.708649,259159.838513
2015-11-16,342421.701745,4.549,XIV - 0.45,,337589.46468,231647.731187,267827.365285499
2015-11-17,333761.511745,-2.529,XIV - 0.80,,329128.56468,229359.001187,263550.325285499
2015-11-18,352405.021745,5.586,XIV - 0.45,,347423.534516,236624.196757,274372.3252855
2015-11-19,347206.621745,-1.475,XIV - 0.45,,342266.669516,233806.119229,270782.999506999
2015-11-20,352228.001745,1.446,XIV - 0.80,,347327.179516,234433.369229,272812.999506999
2015-11-23,359842.811745,2.162,XIV - 1.00,,354658.974805,237234.983676,277082.954507
2015-11-24,357326.591745,-0.699,XIV - 1.00,,352847.874805,233577.923676,273973.769507
2015-11-25,362599.111745,1.476,XIV - 1.00,,357556.734805,235185.08705,276584.27799
2015-11-27,358645.381745,-1.09,XIV - 1.00,,354176.306878,236570.58705,276469.1268285
2015-11-30,361281.641745,0.735,XIV - 1.00,,356228.86273,238177.482591,278234.83299
2015-12-01,376858.241745,4.311,XIV - 1.00,,371199.406876,243386.039214,286602.7821825
2015-12-02,361767.221745,-4.004,XIV - 1.00,,356717.794808,240062.022594,279696.1668345
2015-12-03,335167.181745,-7.353,XIV - 1.00,,330760.844808,233800.687053,267107.5229965
2015-12-04,367183.151745,9.552,XIV - 0.80,,362237.059808,242390.803679,283062.7345165
2015-12-07,359802.701745,-2.01,XIV - 1.00,,354172.639466,239377.043679,278411.6875865
2015-12-08,348720.381745,-3.08,XIV - 1.00,,343849.377321,237153.43812,273593.5548775
2015-12-09,334501.381745,-4.077,GLD - 1.00,,329453.985173,233373.312561,266403.0396665
2015-12-10,334211.054649,-0.087,None - 0.00,,329168.067881,233170.821561,266171.8399425
2015-12-11,334211.054649,0,XIV - 0.35,,329168.067881,233170.821561,266171.8399425
2015-12-14,341275.154649,2.114,GLD - 1.00,,336444.387881,236138.871561,270483.8899425
2015-12-15,340379.011373,-0.263,GLD - 1.00,,335560.934793,235518.942377,269773.7794225
2015-12-16,344461.39133,1.199,None - 0.00,,339585.504609,238343.029265,273008.6873125
2015-12-17,344461.39133,0,XIV - 1.00,,339585.504609,238343.029265,273008.6873125
2015-12-18,317010.29133,-7.969,XIV - 0.80,,313190.184609,228398.995013,257842.991367499
2015-12-21,328156.48133,3.516,XIV - 1.00,,323967.034609,231481.004213,263344.967859499
2015-12-22,343903.02133,4.798,None - 0.00,,339732.137638,238185.092753,272948.263824499
2015-12-23,343903.02133,0,XIV - 0.55,,339732.137638,238185.092753,272948.263824499
2015-12-24,340712.00133,-0.928,XIV - 1.00,,336334.705633,237469.792753,271388.131642499
2015-12-28,344144.78133,1.008,XIV - 0.55,,339931.598479,240757.801415,274816.517655999
2015-12-29,347151.34133,0.874,XIV - 0.35,,343463.598479,242534.491415,277161.957655999
2015-12-30,343529.40133,-1.043,XIV - 0.55,,339697.429022,241253.345357,275091.384040999
2015-12-31,339209.38133,-1.258,GLD - 1.00,,335191.039022,239188.205357,272243.064040999
2016-01-04,343941.25133,1.395,GLD - 1.00,,339867.139022,242524.395357,276041.144040999
2016-01-05,344900.864639,0.279,GLD - 1.00,,340815.442292,243200.96769,276811.386696999
2016-01-06,349831.268021,1.43,GLD - 1.00,,345687.735752,246677.133024,280767.331386999
2016-01-07,354727.121253,1.399,None - 0.00,,350525.868828,250129.982356,284696.742006999
2016-01-08,354727.121253,0,VXX - 1.00,,350525.868828,250129.982356,284696.742006999
2016-01-11,343283.441253,-3.226,VXX - 1.00,,339211.788828,242055.902356,275508.102006999
2016-01-12,327583.601253,-4.573,GLD - 1.00,,323707.308828,230991.422356,262916.262006999
2016-01-13,329170.727477,0.484,None - 0.00,,325275.564978,232110.366744,264189.737000999
2016-01-14,329170.727477,0,GLD - 1.00,,325275.564978,232110.366744,264189.737000999
2016-01-15,332523.523292,1.019,None - 0.00,,328588.080603,234474.177894,266880.029690999
2016-01-19,332523.523292,0,VXX - 1.00,,328588.080603,234474.177894,266880.029690999
2016-01-20,341159.843292,2.597,VXX - 1.00,,337123.456603,240564.465894,273811.517690999
2016-01-21,339669.123292,-0.437,VXX - 1.00,,335652.096603,239513.217894,272615.069690999
2016-01-22,311456.323292,-8.306,GLD - 1.00,,307769.056603,219617.697894,249971.549690999
2016-01-25,314627.209164,1.018,GLD - 1.00,,310902.142405,221853.302034,252516.034402999
2016-01-26,318179.766228,1.129,None - 0.00,,314412.349504,224357.999964,255366.792046999
2016-01-27,318179.766228,0,XIV - 0.55,,314412.349504,224357.999964,255366.792046999
2016-01-28,323945.146228,1.812,GLD - 1.00,,320247.150682,227173.87653,259090.624288999
2016-01-29,325179.234188,0.381,GLD - 1.00,,321466.888782,228038.96809,260077.484660999
2016-02-01,328490.252248,1.018,GLD - 1.00,,324739.406632,230359.98075,262725.199102999
2016-02-02,328610.591185,0.037,GLD - 1.00,,324858.385807,230444.36598,262821.462253999
2016-02-03,332101.043221,1.062,GLD - 1.00,,328309.397707,232891.97442,265613.591881999
2016-02-04,336072.923221,1.196,GLD - 1.00,,332236.397707,235677.17442,268789.511881999
2016-02-05,341338.673221,1.567,GLD - 1.00,,337440.897707,239369.67442,273000.011881999
2016-02-08,345880.759237,1.331,GLD - 1.00,,341931.643655,242554.268638,276633.076693999
2016-02-09,345128.759237,-0.217,None - 0.00,,341188.393655,242027.018638,276031.826693999
2016-02-10,345128.759237,0,VXX - 1.00,,341188.393655,242027.018638,276031.826693999
2016-02-11,365922.359237,6.025,GLD - 1.00,,361763.113655,256609.898638,292666.706693999
2016-02-12,363792.968363,-0.582,None - 0.00,,359657.522679,255116.805037,290963.613992999
2016-02-16,363792.968363,0,XIV - 0.35,,359657.522679,255116.805037,290963.613992999
2016-02-17,368485.318363,1.29,XIV - 1.00,,364522.004994,257055.607657,293753.245463999
2016-02-18,370096.758363,0.437,XIV - 1.00,,365337.504606,255948.300275,293140.094315999
2016-02-19,379362.078363,2.503,XIV - 1.00,,375021.804606,258680.002892,297850.541241499
2016-02-22,400304.558363,5.52,XIV - 1.00,,396117.174606,265988.190274,309136.884314999
2016-02-23,380378.828363,-4.978,XIV - 1.00,,376459.159606,259936.597654,299191.762386499
2016-02-24,381788.418363,0.371,XIV - 1.00,,378599.249224,261634.450272,301058.706240499
2016-02-25,395279.538363,3.534,XIV - 1.00,,391643.129986,265989.240272,307913.507386499
2016-02-26,390649.868363,-1.171,XIV - 1.00,,385938.389612,263037.232892,304124.876243499
2016-02-29,383201.028363,-1.907,XIV - 1.00,,379621.539989,262003.892892,301617.256815999
2016-03-01,417633.588363,8.986,XIV - 1.00,,412331.419609,272706.350273,318641.244315999
2016-03-02,423669.288363,1.445,XIV - 1.00,,419153.339245,276026.457651,323013.301815999
2016-03-03,437147.008363,3.181,XIV - 1.00,,432388.029967,281928.050274,331088.357384999
2016-03-04,431918.408363,-1.196,XIV - 1.00,,427197.739613,279272.690274,327664.339317499
2016-03-07,430309.448363,-0.373,XIV - 1.00,,425772.749613,279346.465026,327330.270453499
2016-03-08,413615.658363,-3.879,XIV - 1.00,,409282.769613,273224.370274,318198.739317499
2016-03-09,419048.328363,1.313,XIV - 1.00,,414883.419613,274183.517652,320454.594887499
2016-03-10,426291.168363,1.728,XIV - 1.00,,422010.469613,277798.722896,325132.963748499
2016-03-11,448618.818363,5.238,XIV - 1.00,,443490.289973,284364.245519,335963.696248499
2016-03-14,455454.518363,1.524,XIV - 1.00,,450409.289973,287461.760269,340194.627382499
2016-03-15,448619.838363,-1.501,XIV - 1.00,,444101.699626,283553.547643,335519.187382499
2016-03-16,464904.888363,3.63,XIV - 1.00,,460075.644277,287904.805018,343173.812382499
2016-03-17,479777.408363,3.199,XIV - 1.00,,473399.674619,290780.657644,348989.759882499
2016-03-18,481183.848363,0.293,XIV - 1.00,,477060.154619,291591.695017,350603.470446999
2016-03-21,495850.278363,3.048,XIV - 1.00,,490277.904619,294098.515017,356112.325446999
2016-03-22,502076.628363,1.256,XIV - 1.00,,496579.87429,295351.740273,358782.788756499
2016-03-23,478780.348363,-4.64,XIV - 1.00,,473000.574617,288569.515017,347211.765445499
2016-03-24,480789.548363,0.42,XIV - 1.00,,475441.014617,286431.047643,346265.709880499
2016-03-28,488223.588363,1.546,XIV - 1.00,,482050.194281,288053.305521,349298.612620499
2016-03-29,515544.628363,5.596,XIV - 1.00,,509703.094614,297344.560269,363877.619313999
2016-03-30,528796.108363,2.57,XIV - 1.00,,522099.534936,304569.120269,372721.999876499
2016-03-31,524781.508363,-0.759,XIV - 1.00,,518544.019302,302800.305529,370414.162632499
2016-04-01,539435.528363,2.792,XIV - 1.00,,533477.76962,308033.027639,378450.552378499
2016-04-04,525387.228363,-2.604,XIV - 1.00,,518852.429933,304938.032901,372112.146818499
2016-04-05,495476.968363,-5.693,XIV - 1.00,,489188.129615,295357.040271,356763.786818499
2016-04-06,528418.008363,6.648,XIV - 1.00,,521311.109615,303392.520271,371618.331818499
2016-04-07,479638.188363,-9.231,XIV - 1.00,,473360.649933,288947.327641,347592.662941499
2016-04-08,491493.648363,2.472,XIV - 1.00,,485970.809594,291675.700267,353102.496810499
2016-04-11,484060.718363,-1.512,XIV - 1.00,,478752.239594,287989.200267,348344.849310499
2016-04-12,500336.048363,3.362,XIV - 1.00,,494310.044594,291307.507641,355106.329875499
2016-04-13,525242.688363,4.978,XIV - 1.00,,519010.994594,295878.760268,365316.264311499
2016-04-14,526447.248363,0.229,XIV - 1.00,,520738.299915,296468.52764,366234.087936499
2016-04-15,533273.088363,1.297,XIV - 1.00,,527545.479595,297353.160268,368765.014311499
2016-04-18,567196.458363,6.361,XIV - 1.00,,560255.869912,309664.385524,387008.368749499
2016-04-19,561779.988363,-0.955,XIV - 1.00,,555382.669912,304579.790262,381838.044868499
2016-04-20,558770.538363,-0.536,XIV - 1.00,,552438.134605,303695.397632,380364.644868499
2016-04-21,548738.538363,-1.795,XIV - 1.00,,542284.134605,296841.297632,372413.129868499
2016-04-22,562184.098363,2.45,XIV - 1.00,,555690.054605,298905.442888,377640.928745499
2016-04-25,554158.898363,-1.428,XIV - 1.00,,548176.444298,295145.737632,372747.694305999
2016-04-26,567803.778363,2.462,XIV - 1.00,,560362.464608,298979.705005,378976.585429
2016-04-27,583651.968363,2.791,XIV - 1.00,,576403.434913,303771.482889,386983.694308
2016-04-28,548955.088363,-5.945,XIV - 1.00,,542603.914613,294706.390259,370888.941808
2016-04-29,530893.888363,-3.29,XIV - 1.00,,524728.494926,288513.070259,361322.30737
2016-05-02,565021.388363,6.428,XIV - 1.00,,556935.674606,295002.197633,375036.33487
2016-05-03,538136.968363,-4.758,XIV - 1.00,,531652.234914,287776.657633,362662.0029315
2016-05-04,531312.148363,-1.268,XIV - 1.00,,524947.624914,285195.392883,358879.1518055
2016-05-05,532315.948363,0.189,XIV - 1.00,,525862.024914,284015.392883,358239.2918055
2016-05-06,556004.448363,4.45,XIV - 1.00,,549433.224914,288662.280259,368198.8573695
2016-05-09,568646.658363,2.274,XIV - 1.00,,561619.784292,291611.895007,373761.3573695
2016-05-10,596733.458363,4.939,XIV - 1.00,,589032.904598,298617.165511,386552.790685
2016-05-11,575477.278363,-3.562,XIV - 1.00,,567721.054598,293751.652883,377046.0512445
2016-05-12,581094.078363,0.976,XIV - 1.00,,574218.654598,294562.682883,379437.2812445
2016-05-13,560634.918363,-3.521,XIV - 1.00,,553206.084598,289770.255002,370067.855426
2016-05-16,586118.738363,4.546,XIV - 1.00,,578796.684598,297734.160254,383082.924302
2016-05-17,560846.918363,-4.312,XIV - 1.00,,553724.949598,288740.30551,369433.113182
2016-05-18,562251.538363,0.25,XIV - 1.00,,556060.599598,286454.387632,368348.4423695
2016-05-19,560646.338363,-0.285,XIV - 1.00,,553725.064598,285790.637632,367208.1298695
2016-05-20,580110.358363,3.472,XIV - 1.00,,572816.464598,289920.615507,375551.863182
2016-05-23,583119.208363,0.519,XIV - 1.00,,576572.519598,291690.390255,377915.511805
2016-05-24,607188.808363,4.128,XIV - 1.00,,599107.739598,299801.775507,390205.310683
2016-05-25,617614.808363,1.717,XIV - 1.00,,610370.929892,302455.702879,395292.264302
2016-05-26,624430.788363,1.104,XIV - 1.00,,616559.64431,302308.275508,396876.4201265
2016-05-27,641468.188363,2.728,XIV - 1.00,,633804.44431,305625.232879,404102.475685
2016-05-31,642670.528363,0.187,XIV - 1.00,,634311.51931,306214.847619,404686.0243
2016-06-01,646678.328363,0.624,XIV - 1.00,,638570.969593,307762.540249,407019.9643
2016-06-02,664110.518363,2.696,XIV - 1.00,,656114.034593,309383.947619,413049.314857
2016-06-03,667716.278363,0.543,XIV - 1.00,,659256.794317,310784.05025,414966.123745
2016-06-06,676129.298363,1.26,XIV - 1.00,,667468.209867,309236.567619,416049.560413
2016-06-07,676329.578363,0.03,XIV - 1.00,,667062.769867,309678.685512,416271.7637465
2016-06-08,670922.018363,-0.8,XIV - 1.00,,662704.289867,306215.277619,412466.262913
