,Orig,,,,SL10,SL15
2012-07-20,481781.033679,-5.619,XIV - 1.00,,417476.632716,481781.033679
2012-07-23,451192.193679,-6.349,XIV - 1.00,,390971.002716,451192.193679
2012-07-24,431541.393679,-4.355,XIV - 0.65,,373943.082716,431541.393679
2012-07-25,435227.493679,0.854,None - 0.00,,377137.182716,435227.493679
2012-07-26,435227.493679,0,XIV - 0.45,,377137.182716,435227.493679
2012-07-27,440271.653679,1.159,XIV - 1.00,,381508.062716,440271.653679
2012-07-30,430946.663679,-2.118,XIV - 1.00,,373427.502716,430946.663679
2012-07-31,417819.563679,-3.046,XIV - 1.00,,362052.582716,417819.563679
2012-08-01,428186.363679,2.481,XIV - 1.00,,371035.782716,428186.363679
2012-08-02,436823.363679,2.017,XIV - 1.00,,378519.782716,436823.363679
2012-08-03,467564.853679,7.038,XIV - 1.00,,405157.482716,467564.853679
2012-08-06,476884.713679,1.993,XIV - 1.00,,413233.182716,476884.713679
2012-08-07,464115.643679,-2.678,XIV - 1.00,,402168.332716,464115.643679
2012-08-08,482273.163679,3.912,XIV - 1.00,,417902.570716,482273.163679
2012-08-09,484826.681679,0.529,XIV - 1.00,,420115.244716,484826.681679
2012-08-10,493452.931679,1.779,XIV - 1.00,,427590.244716,493452.931679
2012-08-13,506562.551679,2.657,XIV - 1.00,,438950.344716,506562.551679
2012-08-14,479349.941679,-5.372,XIV - 1.00,,415369.501716,479349.941679
2012-08-15,478625.231679,-0.151,XIV - 1.00,,414741.517716,478625.231679
2012-08-16,488288.311679,2.019,XIV - 1.00,,423114.637716,488288.311679
2012-08-17,502434.951679,2.897,XIV - 1.00,,435372.817716,502434.951679
2012-08-20,501400.131679,-0.206,XIV - 1.00,,434476.117716,501400.131679
2012-08-21,487947.081679,-2.683,XIV - 1.00,,422819.017716,487947.081679
2012-08-22,484496.681679,-0.707,XIV - 1.00,,419829.117716,484496.681679
2012-08-23,474144.581679,-2.137,XIV - 1.00,,410858.817716,474144.581679
2012-08-24,494542.355679,4.302,XIV - 1.00,,428534.445716,494542.355679
2012-08-27,490712.855679,-0.774,XIV - 1.00,,425216.100716,490712.855679
2012-08-28,481397.045679,-1.898,XIV - 1.00,,417143.640716,481397.045679
2012-08-29,480016.685679,-0.287,XIV - 1.00,,415947.520716,480016.685679
2012-08-30,470008.495679,-2.085,XIV - 0.55,,407275.360716,470008.495679
2012-08-31,477792.345679,1.656,XIV - 0.55,,414020.270716,477792.345679
2012-09-04,480039.825679,0.47,XIV - 0.55,,415967.750716,480039.825679
2012-09-05,487129.105679,1.477,XIV - 0.55,,422110.830716,487129.105679
2012-09-06,514895.070479,5.7,XIV - 0.55,,446171.051516,514895.070479
2012-09-07,530654.600079,3.061,XIV - 1.00,,459827.046716,530654.600079
2012-09-10,501242.940079,-5.543,XIV - 1.00,,434340.826716,501242.940079
2012-09-11,504686.710079,0.687,XIV - 1.00,,437325.016716,504686.710079
2012-09-12,518147.860079,2.667,XIV - 1.00,,448989.626716,518147.860079
2012-09-13,556330.200079,7.369,XIV - 1.00,,482076.026716,556330.200079
2012-09-14,537877.950079,-3.317,XIV - 1.00,,466086.436716,537877.950079
2012-09-17,540067.970079,0.407,XIV - 1.00,,467984.136716,540067.970079
2012-09-18,554146.220079,2.607,XIV - 1.00,,480183.186716,554146.220079
2012-09-19,554771.760079,0.113,XIV - 1.00,,480725.226716,554771.760079
2012-09-20,560401.440079,1.015,XIV - 1.00,,485603.586716,560401.440079
2012-09-21,564466.930079,0.725,XIV - 1.00,,489126.456716,564466.930079
2012-09-24,571346.550079,1.219,XIV - 1.00,,495087.796716,571346.550079
2012-09-25,529448.770079,-7.333,XIV - 1.00,,458781.836716,529448.770079
2012-09-26,508796.050079,-3.901,XIV - 1.00,,440885.276716,508796.050079
2012-09-27,553875.250079,8.86,XIV - 0.55,,479948.156716,553875.250079
2012-09-28,545101.720079,-1.584,XIV - 1.00,,472345.586716,545101.720079
2012-10-01,539394.640079,-1.047,XIV - 1.00,,467400.266716,539394.640079
2012-10-02,549858.940079,1.94,XIV - 0.55,,476467.676716,549858.940079
2012-10-03,551079.530079,0.222,XIV - 1.00,,477525.306716,551079.530079
2012-10-04,564686.880079,2.469,XIV - 1.00,,489316.336716,564686.880079
2012-10-05,571963.390079,1.289,XIV - 1.00,,495621.786716,571963.390079
2012-10-08,565953.120079,-1.051,XIV - 1.00,,490413.696716,565953.120079
2012-10-09,541624.267079,-4.299,XIV - 0.55,,469332.330716,541624.267079
2012-10-10,545262.539079,0.672,XIV - 0.55,,472484.886716,545262.539079
2012-10-11,548897.849079,0.667,None - 0.00,,475635.096716,548897.849079
2012-10-12,548897.849079,0,XIV - 0.55,,475635.096716,548897.849079
2012-10-15,559515.509079,1.934,XIV - 0.55,,484835.726716,559515.509079
2012-10-16,566196.055679,1.194,XIV - 0.55,,490624.572016,566196.055679
2012-10-17,569760.822379,0.63,XIV - 0.55,,493713.462216,569760.822379
2012-10-18,570435.942379,0.118,XIV - 0.55,,494298.502216,570435.942379
2012-10-19,551044.642379,-3.399,XIV - 0.55,,477495.852216,551044.642379
2012-10-22,554866.702379,0.694,GLD - 1.00,,480807.732216,554866.702379
2012-10-23,547821.122886,-1.27,GLD - 1.00,,474701.706656,547821.122886
2012-10-24,545952.68911,-0.341,GLD - 1.00,,473082.929376,545952.68911
2012-10-25,549755.178944,0.696,GLD - 1.00,,476377.337896,549755.178944
2012-10-26,549460.122886,-0.054,GLD - 1.00,,476121.706656,549460.122886
2012-10-31,552410.352388,0.537,GLD - 1.00,,478677.732216,552410.352388
2012-11-01,549919.088778,-0.451,None - 0.00,,476519.346416,549919.088778
2012-11-02,549919.088778,0,XIV - 0.55,,476519.346416,549919.088778
2012-11-05,544242.583178,-1.032,GLD - 1.00,,471600.754216,544242.583178
2012-11-06,554373.606278,1.861,GLD - 1.00,,480380.974236,554373.606278
2012-11-07,555000.612878,0.113,GLD - 1.00,,480924.189954,555000.612878
2012-11-08,559950.612878,0.892,GLD - 1.00,,485212.689954,559950.612878
2012-11-09,559389.789476,-0.1,GLD - 1.00,,484726.665672,559389.789476
2012-11-12,558169.126486,-0.218,GLD - 1.00,,483668.807082,558169.126486
2012-11-13,557014.156186,-0.207,GLD - 1.00,,482668.182813,557014.156186
2012-11-14,557146.133086,0.024,GLD - 1.00,,482782.5228,557146.133086
2012-11-15,553681.123186,-0.622,GLD - 1.00,,479780.564223,553681.123186
2012-11-16,552988.152886,-0.125,GLD - 1.00,,479180.199954,552988.152886
2012-11-19,559555.119886,1.188,None - 0.00,,484869.581364,559555.119886
2012-11-20,559555.119886,0,XIV - 0.55,,484869.581364,559555.119886
2012-11-21,557233.219886,-0.415,XIV - 0.55,,482857.641364,557233.219886
2012-11-23,570963.694886,2.464,GLD - 1.00,,494755.791364,570963.694886
2012-11-26,570363.90823,-0.105,GLD - 1.00,,494236.108268,570363.90823
2012-11-27,567964.914878,-0.421,GLD - 1.00,,492157.508686,567964.914878
2012-11-28,560767.78155,-1.267,None - 0.00,,485919.417134,560767.78155
2012-11-29,560767.78155,0,XIV - 0.20,,485919.417134,560767.78155
2012-11-30,558726.01455,-0.364,XIV - 1.00,,484150.245834,558726.01455
2012-12-03,546926.62455,-2.112,GLD - 1.00,,473925.665834,546926.62455
2012-12-04,541353.711737,-1.019,GLD - 1.00,,469096.606066,541353.711737
2012-12-05,540376.00196,-0.181,GLD - 1.00,,468249.397594,540376.00196
2012-12-06,541614.438255,0.229,GLD - 1.00,,469322.531714,541614.438255
2012-12-07,543765.391291,0.397,GLD - 1.00,,471186.38301,543765.391291
2012-12-10,545851.148032,0.384,GLD - 1.00,,472993.740186,545851.148032
2012-12-11,545362.268701,-0.09,GLD - 1.00,,472570.11477,545362.268701
2012-12-12,545753.381291,0.072,GLD - 1.00,,472909.02301,545753.381291
2012-12-13,541190.75196,-0.836,GLD - 1.00,,468955.397594,541190.75196
2012-12-14,540408.62455,-0.145,GLD - 1.00,,468277.665834,540408.62455
2012-12-17,541418.904773,0.187,GLD - 1.00,,469153.097362,541418.904773
2012-12-18,533727.664773,-1.421,GLD - 1.00,,462488.457362,533727.664773
2012-12-19,532456.264773,-0.238,GLD - 1.00,,461387.097362,532456.264773
2012-12-20,526066.645213,-1.2,GLD - 1.00,,455852.040418,526066.645213
2012-12-21,528022.664773,0.372,GLD - 1.00,,457547.057368,528022.664773
2012-12-24,528968.041953,0.179,GLD - 1.00,,458366.287593,528968.041953
2012-12-26,529489.654993,0.099,GLD - 1.00,,458818.298893,529489.654993
2012-12-27,530728.471293,0.234,GLD - 1.00,,459891.813018,530728.471293
2012-12-28,528707.235433,-0.381,GLD - 1.00,,458140.281943,528707.235433
2012-12-31,533532.071293,0.913,GLD - 1.00,,462321.313018,533532.071293
2013-01-02,537281.051733,0.703,None - 0.00,,465568.896074,537281.051733
2013-01-03,537281.051733,0,XIV - 0.45,,465568.896074,537281.051733
2013-01-04,541910.676733,0.862,None - 0.00,,469580.761074,541910.676733
2013-01-07,541910.676733,0,XIV - 0.45,,469580.761074,541910.676733
2013-01-08,544469.355433,0.472,XIV - 0.45,,471797.869074,544469.355433
2013-01-09,543972.316233,-0.091,XIV - 0.45,,471367.182574,543972.316233
2013-01-10,550195.819233,1.144,XIV - 0.45,,476759.874574,550195.819233
2013-01-11,550823.319233,0.114,XIV - 0.45,,477303.624574,550823.319233
2013-01-14,554958.879233,0.751,XIV - 0.45,,480887.094574,554958.879233
2013-01-15,554847.126233,-0.02,XIV - 0.45,,480790.254574,554847.126233
2013-01-16,559926.906233,0.916,XIV - 0.45,,485191.912574,559926.906233
2013-01-17,558698.706233,-0.219,XIV - 0.45,,484127.712574,558698.706233
2013-01-18,574461.906233,2.821,XIV - 0.45,,497786.592574,574461.906233
2013-01-22,581844.866233,1.285,XIV - 0.45,,504184.372574,581844.866233
2013-01-23,588761.436233,1.189,XIV - 0.80,,510177.592574,588761.436233
2013-01-24,586091.106233,-0.454,XIV - 0.45,,507863.592574,586091.106233
2013-01-25,584008.866233,-0.355,XIV - 0.45,,506059.272574,584008.866233
2013-01-28,577501.666233,-1.114,XIV - 0.45,,500420.632574,577501.666233
2013-01-29,584926.216233,1.286,None - 0.00,,506854.192574,584926.216233
2013-01-30,584926.216233,0,XIV - 0.45,,506854.192574,584926.216233
2013-01-31,583318.506233,-0.275,None - 0.00,,505461.112574,583318.506233
2013-02-01,583318.506233,0,XIV - 0.45,,505461.112574,583318.506233
2013-02-04,566470.596233,-2.888,XIV - 0.45,,490861.019574,566470.596233
2013-02-05,577233.072233,1.9,GLD - 1.00,,500186.330574,577233.072233
2013-02-06,578750.084009,0.263,None - 0.00,,501500.816118,578750.084009
2013-02-07,578750.084009,0,XIV - 0.45,,501500.816118,578750.084009
2013-02-08,584228.224009,0.947,XIV - 0.45,,506247.556118,584228.224009
2013-02-11,588583.494009,0.745,XIV - 0.45,,510021.556118,588583.494009
2013-02-12,591382.854009,0.476,XIV - 0.45,,512447.236118,591382.854009
2013-02-13,589527.654009,-0.314,XIV - 0.45,,510839.556118,589527.654009
2013-02-14,593951.234009001,0.75,XIV - 0.45,,514672.616118,593951.234009001
2013-02-15,596027.354009,0.35,XIV - 0.45,,516471.716118,596027.354009
2013-02-19,607511.354009001,1.927,XIV - 1.00,,526422.716118,607511.354009001
2013-02-20,554150.454009,-8.784,XIV - 1.00,,480185.876118,554150.454009
2013-02-21,543917.264009,-1.847,GLD - 1.00,,471318.396118,543917.264009
2013-02-22,545152.085177,0.227,None - 0.00,,472388.36446,545152.085177
2013-02-25,545152.085177,0,XIV - 0.45,,472388.36446,545152.085177
2013-02-26,548412.550177,0.598,GLD - 1.00,,475213.65446,548412.550177
2013-02-27,542678.821027,-1.046,GLD - 1.00,,470245.522526,542678.821027
2013-02-28,537223.046702,-1.005,GLD - 1.00,,465518.231449,537223.046702
2013-03-01,535276.493654,-0.362,GLD - 1.00,,463831.517473,535276.493654
2013-03-04,534789.85713,-0.091,None - 0.00,,463409.840485,534789.85713
2013-03-05,534789.85713,0,XIV - 0.45,,463409.840485,534789.85713
2013-03-06,533681.25713,-0.207,XIV - 0.45,,462449.240485,533681.25713
2013-03-07,538683.00713,0.937,XIV - 0.45,,466783.190485,538683.00713
2013-03-08,541759.64713,0.571,XIV - 0.45,,469449.070485,541759.64713
2013-03-11,551470.43713,1.792,XIV - 0.45,,477863.130485,551470.43713
2013-03-12,547626.71713,-0.697,XIV - 0.45,,474532.770485,547626.71713
2013-03-13,549242.36713,0.295,XIV - 0.45,,475932.720485,549242.36713
2013-03-14,553749.38713,0.821,XIV - 0.80,,479838.300485,553749.38713
2013-03-15,553749.38713,0,XIV - 1.00,,479838.300485,553749.38713
2013-03-18,525418.58713,-5.116,XIV - 1.00,,455288.700485,525418.58713
2013-03-19,524284.73113,-0.216,GLD - 1.00,,454306.188485,524284.73113
2013-03-20,521923.957855,-0.45,None - 0.00,,452260.658318,521923.957855
2013-03-21,521923.957855,0,XIV - 0.80,,452260.658318,521923.957855
2013-03-22,522842.507855,0.176,XIV - 0.45,,453056.608318,522842.507855
2013-03-25,525734.627855,0.553,XIV - 0.80,,455562.608318,525734.627855
2013-03-26,537589.327855,2.255,XIV - 0.80,,465835.208318,537589.327855
2013-03-27,533056.077855,-0.843,XIV - 1.00,,461906.958318,533056.077855
2013-03-28,534873.437855,0.341,XIV - 1.00,,463481.758318,534873.437855
2013-04-01,532828.997855,-0.382,XIV - 1.00,,461710.198318,532828.997855
2013-04-02,550093.917855,3.24,XIV - 0.80,,476670.798318,550093.917855
2013-04-03,533561.037855,-3.005,XIV - 1.00,,462344.668318,533561.037855
2013-04-04,541803.597855,1.545,None - 0.00,,469487.068318,541803.597855
2013-04-05,541803.597855,0,XIV - 0.80,,469487.068318,541803.597855
2013-04-08,553371.027855,2.135,XIV - 1.00,,479510.368318,553371.027855
2013-04-09,561360.127855,1.444,XIV - 1.00,,486433.018318,561360.127855
2013-04-10,575510.387855,2.521,XIV - 1.00,,498694.138318,575510.387855
2013-04-11,577107.577855,0.278,XIV - 1.00,,500078.178318,577107.577855
2013-04-12,587831.097855,1.858,XIV - 1.00,,509370.548318,587831.097855
2013-04-15,518026.377855,-11.875,XIV - 1.00,,455920.580318,497244.645855
2013-04-16,541097.807855,4.454,None - 0.00,,455920.580318,497244.645855
2013-04-17,541097.807855,0,XIV - 0.35,,455920.580318,497244.645855
2013-04-18,532738.967855,-1.545,GLD - 1.00,,448877.690318,489563.775855
2013-04-19,537333.550001,0.862,None - 0.00,,452748.043702,493785.128639
2013-04-22,537333.550001,0,XIV - 0.80,,452748.043702,493785.128639
2013-04-23,558826.450001,4,XIV - 0.80,,470857.343702,513535.628639
2013-04-24,556054.598101,-0.496,XIV - 1.00,,468521.840302,510988.327839
2013-04-25,551292.294401,-0.856,XIV - 1.00,,464509.160302,506611.949539
2013-04-26,551050.164401,-0.044,XIV - 0.80,,464305.140302,506389.439539
2013-04-29,553180.974401,0.387,XIV - 0.80,,466100.450302,508347.549539
2013-04-30,558212.234401,0.91,XIV - 0.80,,470339.750302,512971.129539
2013-05-01,538198.740901,-3.585,XIV - 1.00,,453476.788102,494579.034839
2013-05-02,557614.319901,3.608,None - 0.00,,469836.225902,512421.131339
2013-05-03,557614.319901,0,XIV - 1.00,,469836.225902,512421.131339
2013-05-06,566433.269901,1.582,XIV - 1.00,,477266.935902,520525.611339
2013-05-07,571866.965901,0.959,XIV - 1.00,,481845.175902,525518.811339
2013-05-08,568578.563901,-0.575,XIV - 1.00,,479074.411902,522496.887339
2013-05-09,557139.683901,-2.012,XIV - 1.00,,469436.491902,511985.367339
2013-05-10,562860.323901,1.027,XIV - 1.00,,474256.411902,517242.327339
2013-05-13,566196.943901,0.593,XIV - 1.00,,477067.751902,520308.607339
2013-05-14,571392.319901,0.918,XIV - 1.00,,481445.191902,525082.807339
2013-05-15,567150.579901,-0.742,XIV - 1.00,,477871.307902,521184.963339
2013-05-16,561431.139901,-1.008,XIV - 1.00,,473052.107902,515928.963339
2013-05-17,574778.179901,2.377,XIV - 1.00,,484298.027902,528194.083339
2013-05-20,567629.779901,-1.244,XIV - 1.00,,478274.927902,521624.983339
2013-05-21,562625.269901,-0.882,XIV - 1.00,,474058.127902,517025.983339
2013-05-22,556667.019901,-1.059,XIV - 0.55,,469037.627902,511550.483339
2013-05-23,554438.319901,-0.4,XIV - 0.55,,467159.807902,509502.493339
2013-05-24,554701.399901,0.047,XIV - 0.55,,467381.467902,509744.253339
2013-05-28,562722.289901,1.446,XIV - 0.55,,474139.657902,517114.883339
2013-05-29,557914.509901,-0.854,GLD - 1.00,,470088.897902,512696.713339
2013-05-30,565574.009421,1.373,GLD - 1.00,,476542.250647,519735.374519
2013-05-31,554189.913516,-2.013,GLD - 1.00,,466948.474098,509274.238282
2013-06-03,564798.541228,1.914,GLD - 1.00,,475886.553745,519022.98699
2013-06-04,559555.665324,-0.928,GLD - 1.00,,471469.277196,514205.070754
2013-06-05,560743.538092,0.212,GLD - 1.00,,472470.094804,515296.660866
2013-06-06,564880.477612,0.738,GLD - 1.00,,475955.587549,519098.282046
2013-06-07,551568.477612,-2.357,GLD - 1.00,,464739.837549,506865.282046
2013-06-10,554272.509903,0.49,GLD - 1.00,,467018.167905,509349.533338
2013-06-11,551446.261711,-0.51,GLD - 1.00,,464636.971003,506752.36581
2013-06-12,555543.261711,0.743,GLD - 1.00,,468088.971003,510516.36581
2013-06-13,553454.322191,-0.376,GLD - 1.00,,466328.978258,508596.74463
2013-06-14,556280.513039,0.511,GLD - 1.00,,468710.126846,511193.859462
2013-06-17,553577.198095,-0.486,GLD - 1.00,,466432.504807,508709.660866
2013-06-18,546859.762191,-1.213,GLD - 1.00,,460772.868258,502536.70463
2013-06-19,540550.345318,-1.154,GLD - 1.00,,455456.75719,496738.570745
2013-06-20,511912.323512,-5.298,GLD - 1.00,,431327.284094,470421.228275
2013-06-21,517857.344012,1.161,GLD - 1.00,,436335.601364,475883.39711
2013-06-24,513266.451715,-0.887,GLD - 1.00,,432467.111002,471664.345809
2013-06-25,511380.455815,-0.367,GLD - 1.00,,430878.274456,469931.529576
2013-06-26,490101.447615,-4.161,GLD - 1.00,,412952.007548,450380.792042
2013-06-27,480502.779921,-1.959,GLD - 1.00,,404864.977916,441561.343349
2013-06-28,493506.115819,2.706,GLD - 1.00,,415823.664459,453512.239579
2013-07-01,501790.119415,1.679,GLD - 1.00,,422804.770635,461125.604503
2013-07-02,497361.064021,-0.883,GLD - 1.00,,419073.391365,457056.187111
2013-07-03,500190.733516,0.569,GLD - 1.00,,421457.32409,459656.778266
2013-07-05,489323.075314,-2.173,None - 0.00,,412301.56718,449671.57073
2013-07-08,489323.075314,0,XIV - 0.45,,412301.56718,449671.57073
2013-07-09,494057.455314,0.968,XIV - 0.65,,416290.65718,454022.28073
2013-07-10,497229.615314,0.642,XIV - 1.00,,418963.48718,456937.53073
2013-07-11,509705.165314,2.509,XIV - 1.00,,429474.92718,468401.82073
2013-07-12,505054.585314,-0.912,XIV - 1.00,,425556.28718,464128.10073
2013-07-15,516047.905314,2.177,XIV - 1.00,,434819.04718,474230.66073
2013-07-16,501674.745314,-2.785,XIV - 1.00,,422708.24718,461022.34073
2013-07-17,519223.435314,3.498,XIV - 0.45,,437494.69718,477149.24073
2013-07-18,523027.835314,0.733,XIV - 1.00,,440700.29718,480645.24073
2013-07-19,533919.755314,2.082,XIV - 1.00,,449877.77718,490654.72073
2013-07-22,545228.435314,2.118,XIV - 1.00,,459406.07718,501047.02073
2013-07-23,547740.875314,0.461,XIV - 1.00,,461523.11718,503355.94073
2013-07-24,540829.901714,-1.262,XIV - 1.00,,455699.82308,497004.81673
2013-07-25,554232.955614,2.478,XIV - 1.00,,466993.10738,509321.62093
2013-07-26,556514.761614,0.412,XIV - 1.00,,468915.75838,511418.56293
2013-07-29,548999.814614,-1.35,XIV - 1.00,,462583.71638,504512.47993
2013-07-30,558839.734614,1.792,XIV - 1.00,,470874.51638,513554.80993
2013-07-31,570561.654614,2.098,XIV - 1.00,,480751.23638,524326.96993
2013-08-01,589187.574614,3.264,XIV - 1.00,,496445.49638,541443.44993
2013-08-02,603204.644614,2.379,XIV - 1.00,,508256.25638,554324.86993
2013-08-05,610525.244614,1.214,XIV - 1.00,,514424.65638,561052.21993
2013-08-06,592330.064614,-2.98,XIV - 1.00,,499093.51638,544331.68993
2013-08-07,586054.064614,-1.06,XIV - 1.00,,493805.41638,538564.18993
2013-08-08,595678.184614,1.642,XIV - 1.00,,501914.75638,547408.60993
2013-08-09,587519.774614,-1.37,XIV - 1.00,,495040.61638,539911.24993
2013-08-12,590030.414614,0.427,XIV - 1.00,,497156.09638,542218.48993
2013-08-13,595469.874614,0.922,XIV - 1.00,,501739.37638,547217.24993
2013-08-14,590449.314614,-0.843,XIV - 1.00,,497509.13638,542603.489930001
2013-08-15,560113.864614,-5.138,XIV - 1.00,,471948.53638,514725.78993
2013-08-16,570579.864614,1.869,GLD - 1.00,,480767.03638,524343.78993
2013-08-19,568151.634794,-0.426,GLD - 1.00,,478721.281257,522112.212525
2013-08-20,570026.043314,0.33,GLD - 1.00,,480300.888437,523834.820355
2013-08-21,568407.285914,-0.284,GLD - 1.00,,478936.724337,522347.159505
2013-08-22,571559.647574,0.555,GLD - 1.00,,481593.292027,525244.22427
2013-08-23,580463.030534,1.558,None - 0.00,,489094.287671,533426.55861
2013-08-26,580463.030534,0,XIV - 0.45,,489094.287671,533426.55861
2013-08-27,559995.830534,-3.526,GLD - 1.00,,471849.007671,514619.19861
2013-08-28,559833.698912,-0.029,GLD - 1.00,,471712.431576,514470.224685
2013-08-29,556428.290264,-0.608,GLD - 1.00,,468843.790596,511341.179985
2013-08-30,551360.790264,-0.911,GLD - 1.00,,464573.790596,506684.929985
2013-09-03,558658.002426,1.323,GLD - 1.00,,470722.600844,513391.741163
2013-09-04,551522.98675,-1.277,GLD - 1.00,,464710.46134,506835.763513
2013-09-05,541550.118372,-1.808,GLD - 1.00,,456307.077428,497669.777431
2013-09-06,549457.356207,1.46,GLD - 1.00,,462970.217177,504935.466253
2013-09-09,548484.436747,-0.177,GLD - 1.00,,462150.411337,504041.263513
2013-09-10,539687.260801,-1.604,GLD - 1.00,,454737.694753,495955.847239
2013-09-11,539525.028361,-0.03,GLD - 1.00,,454600.987417,495806.737423
2013-09-12,523183.382416,-3.029,GLD - 1.00,,440830.480834,480786.93115
2013-09-13,523791.790528,0.116,GLD - 1.00,,441343.18767,481346.138606
2013-09-16,518235.05836,-1.061,GLD - 1.00,,436660.517416,476238.767422
2013-09-17,518437.920531,0.039,GLD - 1.00,,436831.42767,476425.178606
2013-09-18,540791.970246,4.312,GLD - 1.00,,455664.59058,496966.439966
2013-09-19,539737.690521,-0.195,None - 0.00,,454776.187665,495997.698596
2013-09-20,539737.690521,0,XIV - 1.00,,454776.187665,495997.698596
2013-09-23,533374.590521,-1.179,XIV - 1.00,,449414.727665,490150.038596
2013-09-24,535620.750521,0.421,GLD - 1.00,,451307.247665,492214.158596
2013-09-25,540313.594838,0.876,GLD - 1.00,,455261.079176,496527.326609
2013-09-26,536160.628062,-0.769,GLD - 1.00,,451762.107168,492711.357137
2013-09-27,541061.168062,0.914,GLD - 1.00,,455890.927168,497215.417137
2013-09-30,537780.264838,-0.606,GLD - 1.00,,453126.689176,494200.746609
2013-10-01,522871.007297,-2.772,GLD - 1.00,,440565.289673,480501.318057
2013-10-02,533131.395605,1.962,GLD - 1.00,,449210.296673,489931.785693
2013-10-03,533629.763911,0.093,GLD - 1.00,,449630.303673,490389.833327
2013-10-04,530930.309757999,-0.506,GLD - 1.00,,447355.300173,487908.77951
2013-10-07,535541.249757999,0.868,GLD - 1.00,,451240.300173,492145.64951
2013-10-08,534544.542217,-0.186,GLD - 1.00,,450400.55067,491229.580961
2013-10-09,529187.168063999,-1.002,GLD - 1.00,,445886.837171,486305.647144
2013-10-10,521543.791447999,-1.444,GLD - 1.00,,439446.823171,479282.351876
2013-10-11,514606.615601999,-1.33,GLD - 1.00,,433601.826671,472906.295694
2013-10-14,515562.282221999,0.186,GLD - 1.00,,434407.070675,473784.450966
2013-10-15,519301.786376999,0.725,GLD - 1.00,,437557.974176,477220.654784
2013-10-16,518512.328067,-0.152,None - 0.00,,436892.777174,476495.227148
2013-10-17,518512.328067,0,XIV - 0.45,,436892.777174,476495.227148
2013-10-18,520669.628066999,0.416,XIV - 1.00,,438710.417174,478477.567148
2013-10-21,517843.388066999,-0.543,XIV - 1.00,,436328.977174,475880.287148
2013-10-22,515193.638066999,-0.512,XIV - 0.80,,434096.227174,473445.187148
2013-10-23,512367.038067,-0.549,XIV - 1.00,,431714.627174,470847.587148
2013-10-24,520505.358066999,1.588,XIV - 1.00,,438571.847174,478326.267148
2013-10-25,522097.368066999,0.306,XIV - 1.00,,439913.297174,479789.307148
2013-10-28,519090.238066999,-0.576,XIV - 1.00,,437379.617174,477025.957148
2013-10-29,523689.638066999,0.886,XIV - 1.00,,441254.917174,481252.517148
2013-10-30,515553.158066999,-1.554,XIV - 1.00,,434399.077174,473775.217148
2013-10-31,518206.808066999,0.515,XIV - 1.00,,436634.977174,476213.767148
2013-11-01,519268.208066999,0.205,XIV - 1.00,,437529.277174,477189.127148
2013-11-04,535012.308066999,3.032,XIV - 1.00,,450794.727174,491656.967148
2013-11-05,536250.188066999,0.231,XIV - 1.00,,451837.797174,492794.537148
2013-11-06,544826.928066999,1.599,XIV - 1.00,,459064.297174,500676.272148
2013-11-07,525996.663066999,-3.456,XIV - 1.00,,443197.927174,483372.152148
2013-11-08,547576.023066999,4.103,XIV - 1.00,,461379.587174,503202.032148
2013-11-11,549874.553066999,0.42,XIV - 1.00,,463316.197174,505314.272148
2013-11-12,550404.953066999,0.096,XIV - 1.00,,463763.107174,505801.682148
2013-11-13,552703.353066999,0.418,XIV - 1.00,,465699.587174,507913.792148
2013-11-14,559067.793067,1.152,XIV - 1.00,,471062.147174,513762.352148
2013-11-15,566492.133067,1.328,XIV - 1.00,,477317.627174,520584.832148
2013-11-18,565078.213066999,-0.25,XIV - 1.00,,476126.267174,519285.472148
2013-11-19,558538.463067,-1.157,XIV - 1.00,,470615.857174,513275.562148
2013-11-20,570382.053066999,2.12,XIV - 1.00,,480594.837174,524159.042148
2013-11-21,588585.243066999,3.191,XIV - 1.00,,495932.567174,540887.272148
2013-11-22,597595.923067,1.531,XIV - 1.00,,503524.427174,549167.632148
2013-11-25,595652.773067,-0.325,XIV - 1.00,,501887.187174,547382.002148
2013-11-26,592119.573067,-0.593,XIV - 1.00,,498910.187174,544135.202148
2013-11-27,591412.893067,-0.119,XIV - 1.00,,498314.747174,543485.802148
2013-11-29,584522.763067,-1.165,XIV - 1.00,,492509.207174,537154.152148
2013-12-02,579752.133067,-0.816,XIV - 1.00,,488489.447174,532770.162148
2013-12-03,565438.623067,-2.469,XIV - 1.00,,476429.357174,519617.382148
2013-12-04,571094.623067,1,XIV - 1.00,,481195.117174,524815.142148
2013-12-05,567206.563067,-0.681,XIV - 1.00,,477919.097174,521242.122148
2013-12-06,586824.703067,3.459,XIV - 0.35,,494449.217174,539270.742148
